A,QU2,RENT_FR,M2,MT	: 	110.4 
A,QU2,RENT_FR,M2,NL	: 	86.7 
A,QU2,RENT_FR,M2,NO	: 	117.1 u
A,QU2,RENT_FR,M2,PL	: 	57.7 
A,QU2,RENT_FR,M2,PT	: 	119.1 
A,QU2,RENT_FR,M2,RO	: 	50.5 
A,QU2,RENT_FR,M2,SE	: 	: u
A,QU2,RENT_FR,M2,SI	: 	103.0 
A,QU2,RENT_FR,M2,SK	: 	73.9 
A,QU2,RENT_FR,M2,TR	: 	1.5 
A,QU2,RENT_MKT,M2,AT	: 	69.7 
A,QU2,RENT_MKT,M2,BE	: 	94.8 
A,QU2,RENT_MKT,M2,BG	: 	53.4 u
A,QU2,RENT_MKT,M2,CH	: 	86.9 
A,QU2,RENT_MKT,M2,CY	: 	95.2 
A,QU2,RENT_MKT,M2,CZ	: 	61.3 
A,QU2,RENT_MKT,M2,DE	: 	74.2 
A,QU2,RENT_MKT,M2,DK	: 	85.0 
A,QU2,RENT_MKT,M2,EA20	: 	75.4 
A,QU2,RENT_MKT,M2,EE	: 	55.8 
A,QU2,RENT_MKT,M2,EL	: 	76.6 
A,QU2,RENT_MKT,M2,ES	: 	80.4 
A,QU2,RENT_MKT,M2,EU27_2020	: 	75.1 
A,QU2,RENT_MKT,M2,FI	: 	60.4 
A,QU2,RENT_MKT,M2,FR	: 	70.7 
A,QU2,RENT_MKT,M2,HR	: 	64.5 u
A,QU2,RENT_MKT,M2,HU	: 	58.1 
A,QU2,RENT_MKT,M2,IE	201.9 	: u
A,QU2,RENT_MKT,M2,IT	: 	75.2 
A,QU2,RENT_MKT,M2,LT	: 	63.7 u
A,QU2,RENT_MKT,M2,LU	: 	80.4 
A,QU2,RENT_MKT,M2,LV	: 	47.9 
A,QU2,RENT_MKT,M2,MT	: 	114.3 
A,QU2,RENT_MKT,M2,NL	: 	101.1 
A,QU2,RENT_MKT,M2,NO	: 	77.6 
A,QU2,RENT_MKT,M2,PL	: 	52.8 
A,QU2,RENT_MKT,M2,PT	: 	94.3 
A,QU2,RENT_MKT,M2,RO	: 	: u
A,QU2,RENT_MKT,M2,SE	: 	76.2 
A,QU2,RENT_MKT,M2,SI	: 	75.0 
A,QU2,RENT_MKT,M2,SK	: 	67.3 
A,QU2,RENT_MKT,M2,TR	: 	1.5 
A,QU2,TOTAL,M2,AT	: 	101.1 
A,QU2,TOTAL,M2,BE	: 	125.6 
A,QU2,TOTAL,M2,BG	: 	78.7 
A,QU2,TOTAL,M2,CH	: 	102.9 
A,QU2,TOTAL,M2,CY	: 	133.7 
A,QU2,TOTAL,M2,CZ	: 	86.1 
A,QU2,TOTAL,M2,DE	: 	92.8 
A,QU2,TOTAL,M2,DK	: 	110.3 
A,QU2,TOTAL,M2,EA20	: 	97.2 
A,QU2,TOTAL,M2,EE	: 	76.8 
A,QU2,TOTAL,M2,EL	: 	89.5 
A,QU2,TOTAL,M2,ES	: 	100.4 
A,QU2,TOTAL,M2,EU27_2020	: 	94.3 
A,QU2,TOTAL,M2,FI	: 	95.3 
A,QU2,TOTAL,M2,FR	: 	89.8 
A,QU2,TOTAL,M2,HR	: 	95.5 
A,QU2,TOTAL,M2,HU	: 	85.7 
A,QU2,TOTAL,M2,IE	170.8 	: u
A,QU2,TOTAL,M2,IT	: 	93.6 
A,QU2,TOTAL,M2,LT	: 	70.0 
A,QU2,TOTAL,M2,LU	: 	125.6 
A,QU2,TOTAL,M2,LV	: 	69.6 
A,QU2,TOTAL,M2,MT	: 	134.1 
A,QU2,TOTAL,M2,NL	: 	113.9 
A,QU2,TOTAL,M2,NO	: 	123.4 
A,QU2,TOTAL,M2,PL	: 	94.3 
A,QU2,TOTAL,M2,PT	: 	118.7 
A,QU2,TOTAL,M2,RO	: 	52.4 
A,QU2,TOTAL,M2,SE	: 	92.0 
A,QU2,TOTAL,M2,SI	: 	98.8 
A,QU2,TOTAL,M2,SK	: 	101.2 
A,QU2,TOTAL,M2,TR	: 	1.4 
A,QU3,OWN_L,M2,AT	: 	134.5 
A,QU3,OWN_L,M2,BE	: 	167.1 
A,QU3,OWN_L,M2,BG	: 	83.4 u
A,QU3,OWN_L,M2,CH	: 	137.8 
A,QU3,OWN_L,M2,CY	: 	176.4 
A,QU3,OWN_L,M2,CZ	: 	105.7 
A,QU3,OWN_L,M2,DE	: 	131.0 
A,QU3,OWN_L,M2,DK	: 	148.2 
A,QU3,OWN_L,M2,EA20	: 	124.0 
A,QU3,OWN_L,M2,EE	: 	95.5 
A,QU3,OWN_L,M2,EL	: 	105.9 
A,QU3,OWN_L,M2,ES	: 	106.5 
A,QU3,OWN_L,M2,EU27_2020	: 	122.7 
A,QU3,OWN_L,M2,FI	: 	120.3 
A,QU3,OWN_L,M2,FR	: 	112.7 
A,QU3,OWN_L,M2,HR	: 	91.7 
A,QU3,OWN_L,M2,HU	: 	91.2 
A,QU3,OWN_L,M2,IE	205.5 	: u
A,QU3,OWN_L,M2,IT	: 	104.6 
A,QU3,OWN_L,M2,LT	: 	74.8 
A,QU3,OWN_L,M2,LU	: 	138.2 
A,QU3,OWN_L,M2,LV	: 	79.6 
A,QU3,OWN_L,M2,MT	: 	130.2 
A,QU3,OWN_L,M2,NL	: 	144.7 
A,QU3,OWN_L,M2,NO	: 	153.6 
A,QU3,OWN_L,M2,PL	: 	101.7 
A,QU3,OWN_L,M2,PT	: 	132.7 
A,QU3,OWN_L,M2,RO	: 	: u
A,QU3,OWN_L,M2,SE	: 	111.7 
A,QU3,OWN_L,M2,SI	: 	99.4 
A,QU3,OWN_L,M2,SK	: 	109.4 
A,QU3,OWN_L,M2,TR	: 	1.3 
A,QU3,OWN_NL,M2,AT	: 	134.3 
A,QU3,OWN_NL,M2,BE	: 	170.0 
A,QU3,OWN_NL,M2,BG	: 	83.0 
A,QU3,OWN_NL,M2,CH	: 	124.3 
A,QU3,OWN_NL,M2,CY	: 	158.1 
A,QU3,OWN_NL,M2,CZ	: 	98.7 
A,QU3,OWN_NL,M2,DE	: 	123.6 
A,QU3,OWN_NL,M2,DK	: 	137.3 
A,QU3,OWN_NL,M2,EA20	: 	112.0 
A,QU3,OWN_NL,M2,EE	: 	86.4 
A,QU3,OWN_NL,M2,EL	: 	94.3 
A,QU3,OWN_NL,M2,ES	: 	107.9 
A,QU3,OWN_NL,M2,EU27_2020	: 	104.6 
A,QU3,OWN_NL,M2,FI	: 	108.7 
A,QU3,OWN_NL,M2,FR	: 	107.2 
A,QU3,OWN_NL,M2,HR	: 	101.8 
A,QU3,OWN_NL,M2,HU	: 	90.1 
A,QU3,OWN_NL,M2,IE	198.4 	: u
A,QU3,OWN_NL,M2,IT	: 	106.3 
A,QU3,OWN_NL,M2,LT	: 	72.8 
A,QU3,OWN_NL,M2,LU	: 	167.7 
A,QU3,OWN_NL,M2,LV	: 	81.5 
A,QU3,OWN_NL,M2,MT	: 	151.3 
A,QU3,OWN_NL,M2,NL	: 	158.3 
A,QU3,OWN_NL,M2,NO	: 	134.3 
A,QU3,OWN_NL,M2,PL	: 	107.7 
