freq,purchase,unit,geo\TIME_PERIOD	2005-Q1 	2005-Q2 	2005-Q3 	2005-Q4 	2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 	2023-Q1 	2023-Q2 	2023-Q3 	2023-Q4 	2024-Q1 	2024-Q2 
Q,DW_EXST,I10_Q,SE	64.26 	66.87 	70.15 	72.39 	75.14 	77.87 	80.11 	80.38 	84.01 	89.69 	93.15 	89.69 	90.00 	92.10 	91.20 	84.87 	87.03 	90.50 	93.46 	95.98 	97.97 	99.16 	100.45 	102.43 	103.16 	102.65 	102.23 	99.44 	100.88 	102.62 	103.86 	103.72 	105.67 	108.61 	110.77 	112.41 	115.94 	118.90 	123.36 	125.79 	131.81 	136.72 	142.40 	145.29 	147.28 	148.75 	152.54 	155.14 	159.53 	162.48 	164.22 	157.78 	155.61 	156.25 	157.21 	155.96 	155.64 	158.49 	161.22 	162.01 	164.78 	164.64 	169.88 	174.61 	180.36 	188.13 	193.12 	195.01 	199.10 	199.08 	191.01 	181.57 	179.85 	181.27 	181.05 	176.78 	178.66 	182.24 
Q,DW_EXST,I10_Q,SI	: 	: 	: 	: 	: 	: 	: 	: 	97.61 	100.38 	102.47 	104.43 	106.48 	106.07 	108.72 	102.92 	99.57 	96.62 	96.43 	99.23 	101.68 	100.12 	99.40 	98.79 	102.45 	101.52 	100.57 	98.12 	95.71 	97.98 	94.35 	92.16 	91.52 	92.10 	89.00 	87.50 	84.77 	84.03 	83.07 	83.31 	84.58 	86.12 	83.69 	82.67 	85.43 	87.31 	88.10 	88.93 	90.88 	93.99 	94.81 	97.46 	98.25 	101.21 	103.80 	107.37 	107.98 	109.63 	113.05 	112.78 	114.07 	115.66 	116.31 	118.60 	122.00 	127.74 	131.23 	137.26 	144.39 	148.60 	151.69 	153.68 	157.54 	160.41 	160.13 	163.85 	168.34 	170.24 
Q,DW_EXST,I10_Q,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.47 	100.25 	99.55 	99.73 	100.10 	99.91 	99.06 	97.03 	97.82 	97.92 	98.00 	96.17 	98.64 	98.98 	98.51 	98.78 	98.64 	99.82 	100.14 	101.55 	104.69 	106.49 	106.75 	107.86 	109.86 	112.86 	115.06 	117.62 	113.65 	120.63 	122.34 	123.56 	126.57 	129.45 	129.81 	133.45 	136.76 	142.78 	145.59 	151.14 	157.79 	158.52 	157.96 	162.88 	160.17 	170.02 	174.46 	180.05 	180.83 	191.66 	199.84 	195.32 	196.76 	188.58 	190.87 	194.50 	191.33 	196.85 
Q,DW_EXST,I10_Q,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.47 	99.47 	100.85 	102.21 	105.33 	108.36 	109.25 	111.45 	115.65 	119.71 	122.27 	123.65 	128.32 	132.66 	136.18 	139.14 	142.93 	148.52 	153.82 	158.28 	164.97 	173.24 	177.99 	183.78 	188.52 	195.49 	200.10 	204.58 	211.18 	218.57 	220.56 	225.30 	229.52 	237.57 	239.16 	240.06 	237.57 	241.56 	248.67 	257.63 	273.11 	288.48 	318.93 	336.48 	357.42 	383.04 	417.69 	492.85 	671.94 	1004.81 	1169.06 	1339.12 	1634.77 	1892.45 	2252.36 	2486.27 	2662.61 	2820.00 
Q,DW_EXST,I10_Q,UK	87.98 	90.53 	92.80 	92.86 	93.55 	97.14 	100.37 	102.28 	103.78 	107.73 	110.86 	110.81 	107.52 	106.86 	102.88 	96.05 	90.83 	92.21 	95.99 	97.99 	98.46 	100.32 	101.79 	99.42 	97.37 	98.17 	99.45 	98.03 	97.02 	98.81 	100.11 	98.86 	98.38 	100.31 	102.84 	103.25 	104.63 	108.39 	112.07 	112.18 	111.74 	114.28 	118.09 	119.41 	120.62 	123.10 	125.81 	125.56 	125.74 	128.64 	131.59 	131.47 	130.85 	132.68 	135.35 	134.72 	132.81 	133.99 	136.15 	136.04 	135.41 	135.61 	139.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,DW_EXST,I15_Q,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.89 	77.66 	79.02 	79.41 	79.04 	81.89 	83.32 	83.61 	85.00 	85.12 	88.35 	88.76 	88.50 	92.42 	92.38 	91.24 	92.50 	94.82 	95.17 	95.61 	99.18 	100.01 	100.89 	99.92 	102.84 	105.93 	107.18 	107.83 	109.92 	112.46 	113.82 	113.10 	116.06 	119.35 	120.61 	121.56 	122.50 	126.53 	128.13 	129.17 	132.31 	134.44 	139.34 	139.06 	146.27 	152.93 	156.84 	160.48 	168.33 	173.57 	176.88 	169.33 	167.60 	166.47 	164.87 	161.15 	158.78 	162.99 p
Q,DW_EXST,I15_Q,BE	66.70 	68.68 	71.96 	73.77 	75.22 	77.39 	80.24 	80.89 	82.83 	84.78 	86.76 	87.35 	88.13 	89.32 	91.20 	90.11 	88.97 	88.27 	90.83 	90.19 	90.50 	91.32 	93.75 	93.38 	93.99 	94.73 	96.81 	96.36 	97.13 	97.29 	98.61 	98.28 	98.35 	98.46 	99.87 	98.45 	98.17 	98.13 	99.29 	99.64 	98.40 	99.29 	101.34 	100.98 	100.22 	101.12 	103.37 	103.75 	104.07 	104.31 	107.37 	106.55 	107.45 	108.00 	109.81 	109.94 	110.98 	111.85 	114.77 	114.82 	114.73 	116.47 	119.35 	121.09 	122.26 	125.05 	128.02 	128.38 	130.16 	131.98 	135.47 	134.11 	135.33 	134.83 	136.37 	137.78 	138.19 	138.32 p
Q,DW_EXST,I15_Q,BG	78.73 	82.10 	84.47 	86.51 	90.60 	92.09 	96.29 	101.60 	111.07 	117.02 	125.77 	136.79 	146.13 	154.71 	159.43 	152.82 	133.85 	120.84 	114.82 	112.61 	110.01 	109.18 	107.89 	106.32 	103.84 	102.18 	101.32 	99.77 	99.37 	99.53 	99.05 	98.36 	97.43 	97.37 	97.23 	97.17 	97.39 	97.71 	97.65 	98.30 	99.73 b	99.88 	98.55 	101.85 	103.50 	107.35 	107.75 	110.77 	112.55 	117.23 	119.47 	121.84 	123.43 	126.21 	126.41 	128.24 	129.60 	130.96 	133.31 	134.55 	137.72 	136.43 	141.60 	144.28 	148.67 	150.31 	154.12 	158.64 	168.44 b	174.41 	180.95 	183.36 	189.17 	194.34 	197.21 	201.32 	215.78 	223.12 p
Q,DW_EXST,I15_Q,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	107.92 	106.10 	109.22 	111.87 	107.70 	112.43 	112.32 	109.66 	105.78 	104.94 	105.15 	106.42 	97.84 	100.22 	101.63 	104.10 	102.04 	99.12 	104.21 	101.13 	99.36 b	100.16 	100.84 	99.64 	100.37 	99.20 	100.00 	97.84 	100.02 	101.65 	100.38 	101.08 	101.91 	99.52 	101.15 	101.75 	101.84 	102.15 	102.30 	102.17 	102.88 	102.73 	101.52 	101.80 	101.00 	101.74 	103.67 	104.84 	103.62 	104.37 	105.10 	105.82 	106.67 	107.58 	107.96 	107.16 	109.17 	108.61 
Q,DW_EXST,I15_Q,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.60 	101.70 	103.40 	102.60 	99.70 	96.10 	95.10 	94.80 	94.90 	94.90 	94.80 	95.00 	95.20 	95.70 	95.30 	94.40 	94.00 	94.10 	94.00 	93.60 	93.60 	94.10 	94.00 	93.80 	94.90 	95.80 	96.60 	97.40 	98.40 	99.30 	100.60 	101.70 	103.10 	105.10 	107.90 	113.00 	116.20 	118.90 	120.90 	122.20 	124.70 	127.90 	130.90 	133.60 	136.50 	139.80 	142.80 	146.00 	148.40 	150.60 	154.40 	158.60 	168.60 	177.20 	188.90 	199.70 	207.60 	215.80 	218.50 	214.00 	210.90 	209.50 	210.30 	211.00 	213.50 	218.60 
Q,DW_EXST,I15_Q,DE	85.70 	84.20 	86.10 	83.40 	84.70 	85.40 	83.80 	84.50 	81.40 	82.60 	82.40 	82.50 	83.80 	84.00 	82.20 	82.60 	82.10 	83.60 	83.00 	84.20 	83.10 	84.60 	84.30 	83.60 	86.20 	87.00 	86.30 	87.20 	87.80 	89.00 	90.40 	91.60 	91.40 	93.20 	93.10 	93.30 	94.00 	95.90 	96.30 	96.10 	97.80 	100.10 	100.40 	101.70 	103.80 	107.00 	109.00 	110.50 	111.20 	113.50 	115.30 	117.80 	118.60 	121.10 	123.50 	125.40 	125.50 	129.00 	130.80 	133.70 	135.30 	137.50 	142.00 	145.90 	148.70 	154.40 	161.20 	165.50 	166.60 	169.50 	167.70 	157.90 	153.30 	151.30 	148.70 	145.40 	144.60 p	146.70 p
Q,DW_EXST,I15_Q,DK	76.44 	80.41 	86.58 	92.27 	98.85 	104.85 	106.87 	105.77 	106.14 	107.35 	107.41 	105.18 	104.04 	104.77 	101.94 	93.80 	87.78 	88.71 	89.55 	89.22 	89.84 	91.78 	92.55 	91.55 	90.59 	92.59 	89.36 	86.18 	86.15 	87.44 	87.65 	87.18 	88.17 	91.20 	91.34 	90.04 	91.29 	94.78 	94.31 	93.77 	94.46 	100.16 	102.61 	102.77 	99.32 	104.27 	107.72 	107.13 	105.33 	109.85 	112.42 	111.71 	111.79 	116.08 	116.33 	114.91 	115.03 	117.65 	118.94 	117.69 	118.50 	121.06 	123.95 	126.32 	129.49 	136.81 	140.43 	140.67 	142.17 	144.67 	145.07 	141.58 	135.03 	135.56 	138.00 	140.23 	136.72 	140.86 
Q,DW_EXST,I15_Q,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.80 	99.52 	100.91 	101.50 	101.23 	101.67 	102.75 	102.52 	101.69 	100.90 	100.61 	100.41 	99.84 	98.04 	98.57 	98.60 	98.02 	97.82 	98.78 	99.13 	98.46 	98.41 	99.97 	100.75 	100.87 	101.82 	103.57 	105.23 	105.72 	106.50 	108.18 	109.97 	110.74 	111.69 	113.53 	115.31 	116.07 	116.48 	118.64 	120.30 	121.16 	122.61 	124.72 	126.35 	128.04 	130.08 	133.93 	138.39 	140.85 	143.24 	146.08 	147.36 	143.79 	142.31 	142.37 	142.42 	140.86 	140.85 	143.37 
Q,DW_EXST,I15_Q,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.68 	99.36 	100.76 	101.35 	101.08 	101.56 	102.63 	102.40 	101.57 	100.78 	100.50 	100.31 	99.74 	97.98 	98.54 	98.54 	98.00 	97.81 	98.78 	99.14 	98.46 	98.41 	99.97 	100.75 	100.87 	101.82 	103.57 	105.23 	105.72 	106.50 	108.18 	109.97 	110.74 	111.69 	113.53 	115.31 	116.07 	116.48 	118.64 	120.30 	121.16 	122.61 	124.72 	126.35 	128.04 	130.08 	133.93 	138.39 	140.85 	143.24 	146.08 	147.36 	143.79 	142.27 	142.29 	142.34 	140.71 	140.67 	143.16 
Q,DW_EXST,I15_Q,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.75 	99.42 	100.81 	101.39 	101.13 	101.60 	102.67 	102.44 	101.61 	100.83 	100.54 	100.34 	99.76 	98.00 	98.56 	98.56 	98.01 	97.83 	98.80 	99.15 	98.46 	98.43 	99.97 	100.74 	100.86 	101.82 	103.55 	105.20 	105.69 	106.47 	108.17 	109.94 	110.74 	111.69 	113.51 	115.30 	116.07 	116.50 	118.68 	120.33 	121.22 	122.69 	124.79 	126.41 	128.12 	130.15 	134.01 	138.45 	140.92 	143.34 	146.21 	147.52 	144.03 	142.56 	142.61 	142.66 	141.10 	141.09 	143.61 
Q,DW_EXST,I15_Q,EE	56.19 	63.17 	68.16 	77.95 	90.28 	104.30 	109.55 	116.12 	116.83 	123.52 	119.91 	116.02 	111.73 	113.50 	107.34 	92.07 	72.12 	65.04 	60.55 	62.64 	66.89 	66.84 	67.80 	67.46 	72.60 	73.92 	72.32 	72.90 	74.70 	76.06 	78.78 	78.97 	80.21 	85.55 	88.21 	89.57 	92.46 	96.57 	96.15 	96.10 	96.17 	102.68 	99.77 	101.39 	102.05 	104.68 	104.31 	106.37 	108.33 	110.51 	110.75 	112.61 	110.74 	113.54 	116.30 	119.52 	118.73 	120.84 	123.64 	127.83 	131.92 	121.16 	124.79 	130.21 	138.35 	145.01 	151.07 	160.71 	175.40 	188.72 	193.24 	189.14 	181.21 	190.97 	193.55 	192.90 	200.10 	205.17 
Q,DW_EXST,I15_Q,ES	: 	: 	: 	139.63 	145.50 	153.11 	157.45 	161.07 	164.36 	168.85 	169.26 	164.97 	163.29 	160.56 	154.72 	147.26 	142.81 	142.62 	141.96 	142.13 	140.84 	142.60 	139.45 	139.82 	132.01 	130.81 	126.05 	120.67 	114.51 	110.24 	105.43 	103.72 	97.00 	96.89 	96.99 	95.71 	95.32 	97.12 	97.13 	97.38 	96.37 	100.85 	101.53 	101.24 	102.51 	103.98 	105.05 	105.74 	107.93 	109.98 	112.07 	113.30 	114.76 	117.69 	120.30 	120.62 	121.96 	123.68 	125.62 	124.75 	125.30 	125.91 	126.64 	125.32 	126.22 	129.62 	132.08 	133.36 	136.57 	139.76 	142.40 	140.45 	140.77 	143.84 	147.10 	145.67 	148.87 	154.42 
Q,DW_EXST,I15_Q,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.76 	96.52 	97.86 	98.45 	97.79 	97.68 	98.55 	98.28 	97.21 	96.56 	96.62 	96.55 	95.86 	94.69 	95.49 	95.89 	95.56 	95.80 	97.20 	98.07 	97.74 	97.94 	99.69 	100.98 	101.40 	102.39 	104.30 	106.12 	106.66 	107.48 	109.51 	111.35 	111.92 	112.76 	114.71 	116.56 	117.19 	117.57 	119.70 	121.52 	122.36 	124.21 	126.19 	127.94 	129.64 	132.20 	136.32 	140.77 	143.52 	146.40 	149.53 	150.61 	147.38 	145.96 	146.19 	146.73 	145.66 	146.22 	148.89 
Q,DW_EXST,I15_Q,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.31 	98.91 	100.17 	100.60 	100.26 	100.52 	101.42 	100.86 	99.82 	99.22 	98.96 	98.63 	98.02 	96.68 	97.30 	97.34 	96.86 	96.91 	97.94 	98.34 	97.92 	98.23 	99.89 	100.80 	101.08 	102.06 	103.93 	105.66 	106.34 	107.28 	109.22 	110.93 	111.63 	112.70 	114.72 	116.48 	117.32 	118.05 	120.36 	122.18 	123.18 	125.04 	127.04 	128.79 	130.51 	133.08 	137.23 	141.71 	144.49 	147.38 	150.53 	151.62 	148.36 	146.94 	147.17 	147.72 	146.64 	147.20 	149.89 
Q,DW_EXST,I15_Q,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.80 	96.54 	97.88 	98.47 	97.80 	97.69 	98.56 	98.29 	97.22 	96.58 	96.63 	96.56 	95.86 	94.69 	95.49 	95.89 	95.56 	95.80 	97.20 	98.07 	97.74 	97.94 	99.69 	100.98 	101.40 	102.39 	104.30 	106.12 	106.66 	107.48 	109.51 	111.35 	111.92 	112.76 	114.71 	116.56 	117.19 	117.57 	119.70 	121.52 	122.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,DW_EXST,I15_Q,FI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	85.84 	88.37 	90.15 	92.81 	95.37 	97.12 	97.74 	97.52 	99.06 	100.71 	99.78 	98.44 	100.16 	101.04 	100.72 	100.80 	101.30 	101.97 	101.47 	100.87 	100.60 	101.08 	100.59 	99.54 	99.61 b	100.43 	100.32 	99.64 	100.26 	101.58 	101.70 	100.87 	101.08 	102.67 	101.86 	101.42 	101.88 	103.25 	102.43 	102.24 	102.24 	103.82 	102.71 	101.59 	102.64 	103.86 	104.46 	104.98 	106.57 	109.32 	109.04 	109.06 	109.63 	111.52 	109.42 	105.61 	103.05 	103.00 	100.55 	99.76 	97.53 	98.54 
Q,DW_EXST,I15_Q,FR	80.39 	83.90 	88.13 	89.75 	91.88 	94.74 	98.01 	98.74 	99.43 	101.18 	103.62 	104.38 	103.67 	103.70 	104.22 	100.42 	96.05 	94.31 	96.09 	96.27 	97.18 	99.20 	102.40 	103.57 	103.99 	106.21 	108.68 	107.39 	105.91 	105.96 	106.90 	105.18 	103.81 	103.62 	104.41 	103.19 	101.87 	102.20 	102.89 	100.56 	99.40 	99.46 	101.01 	100.12 	99.67 	100.09 	102.33 	101.62 	102.14 	103.16 	105.67 	104.93 	105.17 	106.12 	108.77 	108.34 	108.33 	109.44 	112.22 	112.40 	113.67 	115.66 	118.09 	119.62 	120.40 	122.44 	126.82 	128.16 	129.26 	131.30 	135.07 	134.04 	132.72 	131.97 	132.64 	128.76 	125.78 	125.39 p
Q,DW_EXST,I15_Q,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.23 	125.45 	127.67 	125.24 	123.01 	117.18 	114.55 	114.50 	111.75 	111.94 	110.63 	110.36 	109.56 	109.90 	110.58 	110.26 	109.59 	107.95 	107.50 	104.12 	102.69 	103.19 	103.05 	102.01 	101.96 	102.83 	100.87 	100.07 	101.12 	99.33 	99.37 	100.18 	101.73 	101.23 	102.30 	101.97 	102.51 	106.17 	106.65 	110.46 	111.59 	111.47 	114.68 	116.00 	119.52 	123.40 	123.90 	128.08 	132.12 	134.23 	133.35 	137.45 	138.20 	143.00 	145.56 	148.97 	155.53 	162.01 	166.69 	174.95 	178.82 	184.58 	184.39 	193.11 	195.82 	204.12 
Q,DW_EXST,I15_Q,HU	: 	: 	: 	: 	: 	: 	: 	: 	94.86 	97.22 	101.76 	102.84 	100.97 	102.19 	102.60 	100.33 	99.61 	96.33 	95.14 	92.27 	95.16 	94.35 	94.13 	92.38 	92.07 	91.34 	90.13 	89.61 	90.49 	87.23 	86.33 	84.61 	84.87 	85.01 	85.14 	83.93 	85.58 	87.30 	89.04 	91.20 	93.46 	98.70 	103.04 	104.80 	109.52 	112.06 	115.41 	117.15 	122.19 	125.26 	129.06 	131.57 	138.27 	142.27 	148.33 	152.34 	165.38 	171.00 	173.63 	172.40 	178.22 	173.27 	180.41 	177.24 	193.92 	201.98 	209.83 	217.30 	238.65 	252.84 	261.48 	254.91 	265.37 	265.30 	267.02 p	269.85 p	291.03 p	290.76 p
Q,DW_EXST,I15_Q,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109.80 	106.10 	103.41 	98.98 	94.23 	89.10 	83.75 	79.27 	75.44 	73.50 	74.75 	75.72 	73.86 	73.99 	78.43 	80.90 	82.33 	87.11 	94.16 	97.05 	96.79 	98.67 	101.58 	102.97 	103.25 	104.59 	109.51 	112.46 	113.85 	116.65 	123.49 	126.89 	128.61 	131.43 	134.35 	135.20 	133.52 	133.97 	136.07 	135.56 	134.12 	133.66 	133.91 	135.91 	138.37 	142.57 	151.30 	158.38 	162.85 	165.69 	170.39 	171.39 	168.72 	166.70 	168.84 	173.94 	178.34 	181.10 p
Q,DW_EXST,I15_Q,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.94 d	106.65 d	110.76 d	116.72 d	122.09 d	130.11 d	135.64 d	136.94 d	138.82 d	140.51 d	143.46 d	145.24 d	146.18 d	147.15 d	148.17 d	151.66 d	153.05 d	156.30 d	159.19 d	162.62 d	166.26 d	174.99 d	180.92 d	188.09 d	196.06 d	211.23 d	224.47 d	227.61 d	226.99 d	232.60 d	230.49 d	236.19 d	239.87 d	246.90 d
Q,DW_EXST,I15_Q,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.40 	127.00 	127.80 	126.80 	126.00 	128.90 	128.00 	126.30 	125.10 	123.30 	120.50 	116.80 	112.70 	112.20 	110.10 	108.40 	107.00 	105.60 	104.10 	102.10 	99.80 	100.20 	100.40 	99.60 	99.70 	100.50 	100.60 	99.60 	99.10 	99.50 	99.00 	98.10 	98.10 	98.70 	97.70 	97.40 	96.80 	98.30 	97.80 	97.40 	98.60 	101.80 	98.50 	98.70 	99.80 	101.80 	102.50 	102.40 	104.20 	105.70 	105.50 	104.80 	104.50 	106.40 	105.90 	105.10 	105.30 	108.40 p
Q,DW_EXST,I15_Q,LT	: 	: 	: 	: 	85.35 	86.36 	93.69 	103.06 	113.30 	120.68 	128.70 	130.09 	131.04 	134.86 	133.09 	119.60 	94.71 	88.16 	87.19 	86.29 	82.80 	85.97 	85.36 	86.80 	90.17 	89.82 	90.31 	90.81 	89.18 	89.17 	88.30 	87.92 	88.96 	91.13 	89.77 	92.43 	93.89 	97.31 	99.19 	96.64 	96.74 	100.52 	101.90 	100.84 	101.86 	105.59 	108.16 	110.25 	111.84 	115.30 	117.52 	117.66 	120.58 	123.81 	124.80 	125.92 	129.38 	132.36 	133.85 	134.39 	138.56 	142.34 	142.57 	147.42 	156.28 	162.32 	170.74 	179.33 	187.55 	197.81 	202.87 	202.73 	205.20 	210.35 	212.83 	216.66 	223.18 	229.72 
Q,DW_EXST,I15_Q,LU	: 	: 	: 	: 	: 	: 	: 	: 	77.14 	77.22 	80.52 	78.90 	78.09 	80.59 	80.49 	79.32 	75.90 	77.23 	75.99 	77.97 	81.35 	80.22 	80.75 	82.86 	83.19 	85.48 	83.74 	88.43 	86.88 	88.30 	88.25 	90.85 	90.30 	91.55 	91.75 	92.45 	94.24 	96.28 	96.67 	97.62 	98.22 	100.16 	101.09 	100.53 	102.85 	104.78 	108.03 	109.18 	110.19 	112.94 	112.65 	113.24 	117.32 	119.51 	121.41 	125.69 	128.22 	133.12 	136.95 	138.20 	143.50 	150.46 	158.35 	162.97 	169.95 	172.23 	180.98 	184.07 	188.86 	194.29 	195.28 	191.34 	184.35 	177.08 	163.85 	159.14 	159.63 	159.87 p
Q,DW_EXST,I15_Q,LV	: 	: 	: 	: 	93.33 	104.40 	115.97 	127.59 	143.09 	150.36 	160.34 	155.04 	168.20 	163.92 	152.94 	127.29 	105.18 	96.51 	92.60 	91.44 	83.47 	83.19 	85.65 	86.06 	90.79 	90.68 	90.40 	86.90 	87.61 	90.19 	90.65 	92.90 	93.48 	98.37 	97.31 	99.09 	101.72 	102.87 	106.45 	97.74 	96.47 	100.50 	100.89 	102.15 	103.37 	108.62 	110.53 	111.50 	113.23 	120.17 	119.36 	119.91 	125.46 	130.71 	130.14 	134.64 	135.61 	141.39 	144.82 	145.49 	145.48 	141.15 	147.65 	147.33 	151.82 	163.41 	170.20 	177.76 	183.56 	191.08 	194.03 	188.52 	189.00 	196.42 	193.67 	183.94 	191.24 	192.44 p
Q,DW_EXST,I15_Q,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92.34 	85.94 	100.35 	104.20 	96.09 	87.83 	92.43 	79.88 	83.46 	89.94 	89.25 	80.92 	83.54 	87.87 	89.01 	83.61 	87.42 	83.95 	95.93 	88.85 	90.04 	86.05 	96.89 	97.06 	94.36 	94.49 	93.22 	99.01 	91.85 	97.25 	102.86 	108.04 	99.03 	104.96 	109.55 	113.59 	106.18 	112.87 	113.59 	117.68 	112.88 	110.59 	123.37 	123.47 	117.75 	120.32 	124.69 	131.28 	126.90 	130.89 	132.69 	135.83 	128.50 	133.87 	136.37 	139.01 	140.39 	141.92 	143.20 	143.92 	148.07 	151.20 	153.44 p	155.36 p	158.78 p	161.94 p
Q,DW_EXST,I15_Q,NL	104.71 	105.86 	107.30 	107.88 	109.46 	110.75 	112.19 	112.77 	113.92 	115.35 	117.08 	117.51 	118.95 	119.09 	120.39 	119.38 	118.66 	115.64 	114.06 	113.20 	112.91 	113.05 	113.20 	111.90 	111.33 	110.75 	110.03 	108.02 	106.72 	104.71 	100.54 	99.82 	97.52 	95.51 	95.94 	95.65 	96.08 	96.80 	97.66 	97.66 	98.45 	99.25 	100.80 	101.50 	102.78 	104.18 	106.89 	108.18 	110.38 	112.64 	115.61 	117.59 	120.53 	122.99 	126.41 	128.35 	130.47 	132.09 	134.45 	136.34 	139.36 	142.27 	145.48 	148.29 	153.56 	160.53 	170.71 	177.19 	184.42 	189.62 	190.50 	185.53 	182.45 	179.42 	181.83 	185.00 	189.38 	194.84 
Q,DW_EXST,I15_Q,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73.80 	76.51 	76.13 	76.08 	79.98 	82.20 	82.47 	82.14 	85.01 	87.51 	88.66 	88.25 	90.96 	92.77 	91.45 	88.68 	90.69 	93.94 	94.56 	94.45 	98.35 	100.98 	101.08 	99.60 	103.22 	107.45 	110.69 	111.65 	116.02 	116.73 	113.40 	111.25 	113.52 	117.64 	116.86 	114.53 	117.43 	120.24 	119.76 	117.66 	120.13 	123.53 	125.94 	127.08 	133.86 	138.53 	138.20 	136.23 	143.02 	147.26 	145.63 	139.96 	143.28 	148.17 	144.42 	140.24 	145.45 	151.02 
Q,DW_EXST,I15_Q,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.50 	108.73 	108.40 	107.34 	107.55 	108.73 	107.11 	105.79 	103.73 	103.01 	101.26 	99.44 	97.38 	97.70 	98.52 	98.66 	98.64 	100.07 	99.46 	99.21 	99.13 	100.42 	100.49 	99.97 	99.64 	102.14 	104.01 	104.40 	104.30 	106.96 	108.01 	109.24 	111.02 	114.23 	116.66 	118.76 	121.35 	124.98 	129.36 	132.96 	139.73 	144.18 	147.04 	147.76 	150.59 	156.08 	159.92 	165.82 	171.37 	177.46 	178.40 	179.65 	179.09 	184.75 	194.07 	200.45 	208.40 	214.35 
